breakthrough_date,breakthrough_price,broke_ma_count,broke_p0_count,final_gain,held_ma120,held_ma120_days,held_p0,held_p0_days,ma120_at_breakthrough,max_gain,min_deviation_ma,min_deviation_p0,success,ts_code
20250724,20.4,3,8,-2.01,False,7,False,2,19.98,0.83,-1.53,-3.53,False,sh601136
20240930,3.89,0,2,13.11,True,10,False,8,3.62,13.11,0.0,-4.37,False,sh600186
20240926,7.4,0,0,6.35,True,10,True,10,7.27,14.87,0.0,0.0,False,sh600528
20240830,6.78,2,2,2.65,False,8,False,8,6.71,3.98,-1.18,-0.74,False,sh601179
20240927,7544.73,0,0,4.08,True,10,True,10,7207.34,17.65,0.0,0.0,False,sh000814
20251127,53.48,2,0,9.54,False,8,True,10,53.35,9.54,-0.22,0.0,False,sh688513
20240925,3.13,0,0,8.31,True,10,True,10,3.06,17.89,0.0,0.0,False,sh601599
20241107,30.34,7,9,-8.37,False,3,False,1,29.85,0.4,-6.09,-8.9,False,sh600566
20250624,19.77,3,3,-2.33,False,7,False,7,19.16,4.05,-1.8,-2.73,False,sh605100
20250626,13.89,2,2,1.51,False,8,False,8,13.86,4.18,-0.67,-0.72,False,sh605300
20251010,26.42,10,10,-8.97,False,0,False,0,26.12,0.0,-9.32,-10.22,False,sh688089
20241107,7.06,6,10,-2.69,False,4,False,0,7.03,0.0,-2.9,-5.95,False,sh600201
20251201,16.15,8,10,-4.95,False,2,False,0,15.89,0.0,-4.31,-5.26,False,sh603511
20240821,3.39,9,10,-3.24,False,1,False,0,3.31,0.0,-5.09,-7.37,False,sh600386
20240802,24.97,9,10,-13.94,False,1,False,0,23.87,0.0,-9.59,-13.94,False,sh600118
20251015,7.99,4,4,-0.75,False,6,False,6,7.98,1.88,-2.7,-2.63,False,sh603321
20240930,5.24,7,9,-2.67,False,3,False,1,5.17,1.34,-3.32,-6.3,False,sh603869
20250729,75.98,10,10,-1.9,False,0,False,0,75.68,0.0,-4.33,-4.54,False,sh688123
20251128,23.67,9,9,-0.84,False,1,False,1,23.46,0.38,-2.0,-2.62,False,sh603192
20240927,17.25,0,0,5.16,True,10,True,10,16.74,12.17,0.0,0.0,False,sh600262
20240930,2594.73,7,10,-6.63,False,3,False,0,2502.67,0.0,-3.97,-7.41,False,sh000908
20240930,6.32,9,9,-6.64,False,1,False,1,6.31,4.9,-8.9,-9.64,False,sh601636
20250924,48.0,4,3,-2.1,False,6,False,7,47.92,7.88,-3.35,-2.1,False,sh688212
20240926,8.2,0,0,8.9,True,10,True,10,7.92,16.83,0.0,0.0,False,sh600153
20250624,13.9,0,0,6.55,True,10,True,10,13.34,6.55,0.0,0.0,False,sh688588
20240930,12.62,4,8,-5.15,False,6,False,2,11.96,8.72,-2.44,-8.0,False,sh603538
20240926,2.97,0,0,2.69,True,10,True,10,2.9,15.82,0.0,0.0,False,sh600960
20251016,18.62,0,1,5.69,True,10,False,9,17.38,9.94,0.0,-0.27,False,sh688758
20250807,65.85,2,2,21.47,False,8,False,8,64.52,26.79,-6.18,-8.31,True,sh688691
20240930,12.38,5,5,2.34,False,5,False,5,12.3,9.13,-4.59,-5.41,False,sh603308
20240808,6.58,9,10,-2.13,False,1,False,0,6.56,0.0,-1.32,-2.13,False,sh601006
20240731,44.12,0,4,-2.29,True,10,False,6,42.52,5.37,0.0,-2.58,False,sh600763
20240930,9.32,8,9,-12.45,False,2,False,1,8.9,6.33,-10.48,-16.63,False,sh600884
20240927,4.56,0,0,6.36,True,10,True,10,4.42,17.76,0.0,0.0,False,sh601886
20250625,36.34,9,9,-6.0,False,1,False,1,35.86,0.3,-6.54,-6.38,False,sh688071
20240911,84.52,4,6,9.95,False,6,False,4,83.74,9.95,-1.59,-2.86,False,sh600563
20240913,5.04,0,0,38.1,True,10,True,10,5.0,38.1,0.0,0.0,True,sh603421
20250905,13.36,8,8,-5.01,False,2,False,2,13.36,1.5,-6.07,-5.01,False,sh603693
20240923,3.27,0,0,36.39,True,10,True,10,3.19,42.81,0.0,0.0,True,sh600657
20240926,7.53,0,0,8.9,True,10,True,10,7.44,18.33,0.0,0.0,False,sh600879
20251124,33.0,1,7,1.55,False,9,False,3,31.39,1.55,-0.16,-3.18,False,sh688345
20240731,0.71,8,10,-2.11,False,2,False,0,0.71,0.0,-2.46,-2.95,False,sh900942
20240926,7.68,0,0,5.31,True,10,True,10,7.59,31.5,0.0,0.0,False,sh601901
20240731,5.6,8,9,-6.43,False,2,False,1,5.5,0.54,-5.27,-6.43,False,sh600619
20240927,16.04,0,0,11.78,True,10,True,10,15.08,15.02,0.0,0.0,False,sh603108
20250707,17.5,0,0,7.77,True,10,True,10,17.48,7.77,0.0,0.0,False,sh603273
20240813,17.82,10,10,-6.34,False,0,False,0,17.81,0.0,-7.26,-6.34,False,sh600183
20251127,28.99,3,5,-2.41,False,7,False,5,28.42,5.55,-1.85,-2.41,False,sh688558
20240813,13.81,10,10,-12.38,False,0,False,0,13.79,0.0,-12.89,-12.38,False,sh600487
20240801,3.79,10,10,-1.32,False,0,False,0,3.77,0.0,-2.72,-3.43,False,sh600854
20240926,5.85,1,5,-0.85,False,9,False,5,5.73,11.79,-0.04,-1.54,False,sh600029
20240828,2658.97,10,10,-9.23,False,0,False,0,2658.1,0.0,-9.32,-9.23,False,sh000041
20240924,3.9,0,0,8.72,True,10,True,10,3.85,23.59,0.0,0.0,False,sh600500
20240808,11.52,1,1,7.55,False,9,False,9,11.47,9.38,-3.63,-4.08,False,sh601098
20250801,13.21,0,0,2.57,True,10,True,10,13.16,6.06,0.0,0.0,False,sh603917
20250716,88.55,3,3,3.41,False,7,False,7,88.42,8.81,-0.9,-0.64,False,sh688326
20250804,10.2,4,4,-2.75,False,6,False,6,10.07,2.75,-2.74,-2.75,False,sh601963
20240927,10.25,0,2,2.93,True,10,False,8,10.0,13.27,0.0,-0.49,False,sh603776
20240919,9.63,0,1,3.53,True,10,False,9,9.29,21.29,0.0,-1.45,False,sh603958
20240731,1.76,9,10,-6.27,False,1,False,0,1.73,0.0,-4.53,-6.27,False,sh600067
20240918,0.26,0,0,37.69,True,10,True,10,0.24,37.69,0.0,0.0,True,sh900910
20251128,12.27,1,3,2.04,False,9,False,7,12.02,2.77,-0.92,-2.69,False,sh603221
20251021,60.08,0,0,23.02,True,10,True,10,59.44,23.02,0.0,0.0,True,sh688359
20250630,52.01,10,10,-5.74,False,0,False,0,51.97,0.0,-9.33,-8.36,False,sh688290
20240930,23.32,5,9,-5.92,False,5,False,1,21.76,2.32,-2.56,-9.69,False,sh600362
20250626,54.49,7,9,-5.29,False,3,False,1,51.62,4.13,-3.02,-6.99,False,sh688023
20240924,26.93,0,0,13.15,True,10,True,10,26.42,16.56,0.0,0.0,False,sh600605
20240930,4.91,0,1,9.37,True,10,False,9,4.81,14.05,0.0,-1.43,False,sh603969
20251222,22.04,10,10,-2.0,False,0,False,0,21.57,0.0,-6.46,-7.99,False,sh688613
20240930,17.62,9,9,-5.62,False,1,False,1,17.19,5.45,-6.09,-7.78,False,sh600301
20240823,10.56,0,0,29.83,True,10,True,10,10.27,51.61,0.0,0.0,True,sh600552
20240812,1.45,4,4,-4.83,False,6,False,6,1.43,12.41,-2.9,-4.83,False,sh600666
20240926,9.62,0,0,5.72,True,10,True,10,9.33,21.52,0.0,0.0,False,sh600848
20240930,4.17,9,9,-5.52,False,1,False,1,4.09,1.2,-4.3,-6.24,False,sh600035
20250630,4.78,0,0,28.74,True,10,True,10,4.76,28.74,0.0,0.0,True,sh603176
20240930,4872.62,7,10,-7.02,False,3,False,0,4633.58,0.0,-3.7,-8.49,False,sh000820
20240809,13.83,9,9,-18.58,False,1,False,1,13.45,7.74,-16.28,-18.58,False,sh603139
20240925,9.48,0,0,7.6,True,10,True,10,9.46,19.09,0.0,0.0,False,sh603339
20250701,10.71,5,10,-1.21,False,5,False,0,10.69,0.0,-2.26,-3.36,False,sh603871
20241024,1.54,0,0,53.25,True,10,True,10,1.54,53.25,0.0,0.0,True,sh603377
20240930,8.5,5,5,5.65,False,5,False,5,8.32,9.65,-5.65,-7.29,False,sh600101
20251119,38.28,3,2,2.4,False,7,False,8,38.13,9.98,-1.51,-1.65,False,sh688117
20240924,4.75,0,0,7.58,True,10,True,10,4.66,19.16,0.0,0.0,False,sh600731
20250625,32.63,4,4,-0.89,False,6,False,6,32.49,5.39,-2.85,-2.18,False,sh688090
20240927,7.19,0,3,0.14,True,10,False,7,6.89,11.82,0.0,-1.67,False,sh600218
20250625,17.92,9,10,-3.74,False,1,False,0,17.71,0.0,-2.7,-3.96,False,sh603995
20260130,59.18,10,10,-16.98,False,0,False,0,59.06,0.0,-18.61,-19.28,False,sh688159
20240930,6.2,9,9,-7.42,False,1,False,1,6.1,2.26,-5.51,-8.06,False,sh600582
20251217,47.1,5,1,2.17,False,5,False,9,47.01,6.71,-1.42,-0.04,False,sh601606
20250804,22.58,0,0,9.36,True,10,True,10,22.27,11.99,0.0,0.0,False,sh605319
20240830,15.14,7,10,-3.63,False,3,False,0,14.99,0.0,-2.23,-3.76,False,sh603638
20241107,28.7,6,10,-10.24,False,4,False,0,27.81,0.0,-5.77,-10.94,False,sh600129
20250630,67.91,5,7,-1.38,False,5,False,3,67.09,2.64,-1.44,-2.5,False,sh688095
20240806,5.26,0,0,1.52,True,10,True,10,5.22,3.61,0.0,0.0,False,sh600167
20250725,90.32,8,10,-3.08,False,2,False,0,89.52,0.0,-2.8,-3.91,False,sh603297
20221205,3211.81,6,9,-3.26,False,4,False,1,3184.51,0.02,-2.12,-3.26,False,sh000001
20240730,7.91,0,0,4.07,True,10,True,10,7.87,7.59,0.0,0.0,False,sh601198
20251023,37.53,0,0,4.02,True,10,True,10,36.87,6.5,0.0,0.0,False,sh688112
20240927,2694.97,0,0,9.55,True,10,True,10,2680.52,20.75,0.0,0.0,False,sh000141
20240927,2.3,5,5,-3.91,False,5,False,5,2.3,10.87,-3.97,-5.22,False,sh600400
20250624,40.0,6,6,-5.02,False,4,False,4,39.94,1.2,-6.55,-6.75,False,sh688416
20250114,8.31,2,6,1.81,False,8,False,4,8.21,3.85,-1.69,-2.41,False,sh600757
20240920,5.78,1,1,27.16,False,9,False,9,5.76,52.42,-0.33,-0.69,True,sh601555
20251015,18.25,7,4,0.38,False,3,False,6,18.22,1.26,-1.79,-1.64,False,sh605005
20251124,44.81,0,0,3.68,True,10,True,10,41.68,13.77,0.0,0.0,False,sh688171
20260226,46.02,8,10,-8.63,False,2,False,0,44.64,0.0,-7.42,-11.02,False,sh603373
20251021,43.8,10,10,-9.13,False,0,False,0,43.3,0.0,-8.67,-9.13,False,sh688458
20241028,7.87,1,3,4.7,False,9,False,7,7.62,5.72,-3.92,-6.73,False,sh600719
20240927,16.3,0,0,3.37,True,10,True,10,15.77,13.87,0.0,0.0,False,sh603008
20240927,6.6,0,2,1.06,True,10,False,8,6.36,10.15,0.0,-1.52,False,sh601801
20250825,48.17,6,6,-6.37,False,4,False,4,48.04,2.53,-8.13,-8.35,False,sh688522
20240927,2.65,0,1,6.04,True,10,False,9,2.62,13.21,0.0,-1.51,False,sh600984
20250716,15.17,1,1,0.86,False,9,False,9,15.12,0.86,-0.11,-0.33,False,sh603209
20240731,8.87,10,10,-7.33,False,0,False,0,8.78,0.0,-6.25,-7.33,False,sh600663
20240925,2.47,0,0,21.46,True,10,True,10,2.44,33.6,0.0,0.0,True,sh601106
20240926,0.14,0,0,14.18,True,10,True,10,0.14,22.7,0.0,0.0,False,sh900938
20250627,33.9,5,5,-0.35,False,5,False,5,33.65,2.3,-1.64,-1.8,False,sh688045
20250624,20.9,0,5,-0.29,True,10,False,5,20.63,0.91,0.0,-1.91,False,sh605266
20240920,13.87,1,1,7.35,False,9,False,9,13.52,36.63,-1.48,-4.11,False,sh600053
20250710,13.02,0,8,-1.77,True,10,False,2,12.16,3.38,0.0,-3.0,False,sh603439
20250722,6.83,7,10,-6.44,False,3,False,0,6.57,0.0,-4.1,-7.91,False,sh601918
20250708,22.2,7,8,0.81,False,3,False,2,22.09,0.81,-2.16,-2.39,False,sh603097
20240927,7859.03,0,0,4.25,True,10,True,10,7631.78,19.9,0.0,0.0,False,sh000808
20240927,6421.16,0,0,5.29,True,10,True,10,6332.45,19.08,0.0,0.0,False,sh000075
20250106,11.41,1,2,3.86,False,9,False,8,11.37,4.82,-1.5,-2.8,False,sh603225
20240930,11.05,4,9,-4.98,False,6,False,1,10.35,5.79,-2.35,-8.78,False,sh600367
20240927,8.58,3,3,0.58,False,7,False,7,8.56,14.8,-1.22,-2.1,False,sh600860
20250624,10.97,0,3,9.66,True,10,False,7,10.68,9.66,0.0,-2.28,False,sh605228
20250625,20.04,4,4,-0.1,False,6,False,6,20.02,3.79,-1.87,-1.9,False,sh688295
20240731,4.85,8,8,-2.68,False,2,False,2,4.81,0.62,-2.2,-2.68,False,sh600787
20250908,21.77,3,5,-4.55,False,7,False,5,20.92,5.14,-1.59,-4.55,False,sh603477
20240927,15.97,0,0,2.57,True,10,True,10,15.53,15.78,0.0,0.0,False,sh603096
20250822,16.69,3,6,3.12,False,7,False,4,16.54,3.24,-2.67,-4.13,False,sh603110
20250630,3.0,0,0,2.67,True,10,True,10,2.97,3.0,0.0,0.0,False,sh601399
20240926,1143.57,0,0,7.0,True,10,True,10,1137.77,22.5,0.0,0.0,False,sh000846
20250725,23.43,0,3,1.92,True,10,False,7,22.77,4.65,0.0,-1.49,False,sz003005
20240930,7.1,8,9,-7.61,False,2,False,1,6.66,2.82,-3.3,-10.42,False,sz002381
20240919,2.94,3,4,4.76,False,7,False,6,2.91,11.9,-1.96,-3.06,False,sz000692
20240925,53.1,0,0,12.45,True,10,True,10,52.13,48.62,0.0,0.0,False,sz300347
20240925,4.89,0,0,6.75,True,10,True,10,4.78,19.63,0.0,0.0,False,sz000421
20240926,9160.71,0,0,7.18,True,10,True,10,9074.78,21.06,0.0,0.0,False,sz399648
20240925,2.26,0,0,11.97,True,10,True,10,2.22,24.39,0.0,0.0,False,sz002132
20260413,4.95,3,4,-5.66,False,1,False,0,4.84,0.0,-4.24,-5.86,False,sz300072
20250916,41.15,9,9,-9.16,False,1,False,1,40.78,1.8,-10.11,-10.16,False,sz301270
20240807,7.58,0,0,12.94,True,10,True,10,7.3,17.56,0.0,0.0,False,sz300493
20250107,7.68,6,5,4.82,False,4,False,5,7.61,5.86,-4.74,-4.95,False,sz002098
20251219,25.83,4,10,-5.15,False,6,False,0,24.6,0.0,-1.33,-5.5,False,sz001368
20250624,16.08,0,0,6.84,True,10,True,10,15.99,8.21,0.0,0.0,False,sz301127
20240924,1985.69,0,0,47.9,True,10,True,10,1916.63,53.63,0.0,0.0,True,sz399805
20240930,3.82,9,9,-9.16,False,1,False,1,3.67,2.09,-4.87,-10.47,False,sz002702
20240923,9.27,0,2,11.54,True,10,False,8,9.18,20.28,0.0,-0.11,False,sz002265
20240919,11.77,0,0,34.07,True,10,True,10,11.74,50.98,0.0,0.0,True,sz000776
20240821,8.22,10,10,-4.99,False,0,False,0,8.16,0.0,-9.31,-10.23,False,sz300539
20251215,14.45,1,1,5.4,False,9,False,9,14.36,5.4,-2.04,-2.49,False,sz002963
20240731,2.62,3,3,-3.82,False,7,False,7,2.56,17.56,-4.01,-3.82,False,sz300010
20251225,42.14,0,0,27.74,True,10,True,10,41.47,27.74,0.0,0.0,True,sz001326
20240930,5.23,7,9,-7.84,False,3,False,1,4.99,3.82,-2.08,-7.84,False,sz002478
20240926,19.66,0,0,8.24,True,10,True,10,19.44,19.13,0.0,0.0,False,sz000738
20240927,6911.19,0,0,10.64,True,10,True,10,6658.7,22.6,0.0,0.0,False,sz399551
20240731,17.78,10,10,-1.29,False,0,False,0,17.54,0.0,-4.88,-5.4,False,sz300577
20251024,49.67,6,8,-6.08,False,4,False,2,48.46,1.89,-4.79,-6.08,False,sz001212
20240927,53.89,0,0,7.79,True,10,True,10,51.02,38.23,0.0,0.0,False,sz300124
20240926,3.87,0,0,11.89,True,10,True,10,3.87,17.31,0.0,0.0,False,sz002678
20250624,52.72,0,3,3.13,True,10,False,7,51.66,7.36,0.0,-1.67,False,sz301369
20250625,20.18,1,2,3.48,False,9,False,8,19.78,5.47,-2.11,-2.92,False,sz300738
20240808,2.83,1,2,4.24,False,9,False,8,2.81,4.24,-0.4,-1.06,False,sz002485
20240927,17.46,0,0,9.28,True,10,True,10,16.63,30.12,0.0,0.0,False,sz300443
20251020,12.39,0,0,4.76,True,10,True,10,12.12,12.43,0.0,0.0,False,sz000823
20240930,12.15,1,6,9.88,False,9,False,4,11.62,9.88,-0.58,-4.61,False,sz002351
20240930,10.15,0,0,39.7,True,10,True,10,9.14,39.7,0.0,0.0,True,sz300397
20251009,9.58,6,8,-1.88,False,4,False,2,9.43,1.25,-3.57,-4.28,False,sz300891
20240814,10.57,8,8,-4.45,False,2,False,2,10.45,2.74,-4.34,-5.01,False,sz002655
20240930,13.58,2,8,-3.76,False,8,False,2,12.56,9.5,-0.76,-8.17,False,sz002006
20260109,86.05,9,9,-6.33,False,1,False,1,84.34,2.28,-4.75,-6.83,False,sz302132
20251124,52.77,0,0,14.88,True,10,True,10,51.07,14.88,0.0,0.0,False,sz301070
20250624,9.83,4,6,0.81,False,6,False,4,9.59,1.32,-1.6,-2.14,False,sz300715
20240730,8.03,4,5,-9.71,False,6,False,5,7.98,4.23,-8.93,-9.71,False,sz002561
20240930,16.03,4,4,3.99,False,6,False,6,15.62,6.99,-1.68,-3.93,False,sz002835
20240731,12.61,8,9,-7.45,False,2,False,1,12.23,0.95,-5.61,-7.45,False,sz002048
20240925,3.4,0,0,8.82,True,10,True,10,3.39,17.34,0.0,0.0,False,sz002181
20240926,30.16,0,0,4.97,True,10,True,10,29.89,25.9,0.0,0.0,False,sz000988
20260402,8.63,8,9,0.35,False,2,False,1,8.62,0.35,-6.78,-6.84,False,sz300692
20240930,8.82,6,9,-8.17,False,4,False,1,8.37,0.23,-6.56,-12.02,False,sz000039
20250904,14.27,1,0,0.0,False,9,True,10,14.12,3.08,-0.11,0.0,False,sz300970
20240927,7409.61,0,2,2.27,True,10,False,8,7116.79,15.37,0.0,-1.29,False,sz399403
20240924,4.27,0,1,29.48,True,10,False,9,4.16,37.44,0.0,-0.7,True,sz300425
20240926,6375.89,0,0,6.58,True,10,True,10,6185.83,19.69,0.0,0.0,False,sz399399
20240927,12.23,0,0,20.85,True,10,True,10,12.14,44.07,0.0,0.0,True,sz300142
20240926,9.38,0,1,2.13,True,10,False,9,9.25,18.23,0.0,-0.21,False,sz002184
20250624,41.41,0,1,1.93,True,10,False,9,40.52,3.02,0.0,-0.43,False,sz301512
20250922,19.48,5,6,11.55,False,5,False,4,19.35,11.55,-2.13,-2.41,False,sz300710
20240926,4.04,0,0,6.19,True,10,True,10,3.96,18.07,0.0,0.0,False,sz002337
20250708,12.85,0,2,6.61,True,10,False,8,12.76,7.08,0.0,-0.39,False,sz301288
20240927,3.31,0,1,17.52,True,10,False,9,3.18,17.52,0.0,-0.6,False,sz000510
20250811,34.9,0,0,22.78,True,10,True,10,34.82,25.76,0.0,0.0,True,sz300408
20251029,48.3,10,10,-7.87,False,0,False,0,47.23,0.0,-5.83,-7.87,False,sz301571
20240924,12.48,0,1,6.73,True,10,False,9,12.12,20.35,0.0,-1.28,False,sz002507
20240926,22.17,0,0,2.07,True,10,True,10,22.01,17.0,0.0,0.0,False,sz000869
20240926,9.82,0,4,-0.92,True,10,False,6,9.41,14.05,0.0,-1.02,False,sz000014
20251020,29.81,1,0,3.05,False,9,True,10,29.76,4.36,-0.93,0.0,False,sz301322
20240927,3.52,0,0,1.99,True,10,True,10,3.5,13.64,0.0,0.0,False,sz002060
20240925,2.34,0,0,10.26,True,10,True,10,2.29,20.94,0.0,0.0,False,sz000573
20240801,6.89,5,5,-5.22,False,5,False,5,6.83,6.97,-4.66,-5.22,False,sz002633
20240930,1.65,0,5,0.61,True,10,False,5,1.55,4.25,0.0,-1.82,False,sz200055
20240806,4.84,3,3,-3.51,False,7,False,7,4.78,12.18,-4.63,-3.51,False,sz300215
20250626,44.78,0,2,10.06,True,10,False,8,43.72,10.06,0.0,-1.61,False,sz300913
20240919,5.93,1,1,20.57,False,9,False,9,5.79,31.7,-1.23,-3.71,True,sz002549
20240927,2241.56,0,0,9.44,True,10,True,10,2118.01,21.01,0.0,0.0,False,sz399233
20241008,18.91,9,10,-7.35,False,1,False,0,17.51,0.0,-8.69,-16.13,False,sz300321
20260115,35.03,1,2,-1.71,False,9,False,8,34.5,6.62,-0.53,-1.71,False,sz301258
20240809,14.17,10,10,-8.61,False,0,False,0,14.06,0.0,-9.87,-8.68,False,sz000913
20250708,24.17,0,6,2.03,True,10,False,4,23.01,3.52,0.0,-2.28,False,sz300827
20240927,1788.38,0,0,10.63,True,10,True,10,1681.09,25.35,0.0,0.0,False,sz399660
20240927,8.12,0,0,10.84,True,10,True,10,7.91,19.7,0.0,0.0,False,sz000409
20240927,6086.6,4,4,-2.68,False,6,False,6,5972.68,11.89,-3.29,-5.68,False,sz399987
20251014,8.36,6,9,-3.47,False,4,False,1,8.24,0.48,-2.71,-3.47,False,sz002966
20251124,16.56,6,6,-4.47,False,4,False,4,16.42,1.21,-4.68,-4.47,False,sz300869
20240731,10.97,0,4,-1.73,True,10,False,6,9.34,21.7,0.0,-5.38,False,sz300192
20241129,4.57,0,3,13.35,True,10,False,7,4.16,13.35,0.0,-3.06,False,sz002154
20240924,9.89,0,0,33.97,True,10,True,10,9.66,60.16,0.0,0.0,True,sz300608
20250708,65.18,0,0,6.35,True,10,True,10,63.88,10.8,0.0,0.0,False,sz300624
20240812,8.25,10,10,-15.52,False,0,False,0,8.1,0.0,-15.82,-17.58,False,sz000710
20240927,5.23,0,0,17.02,True,10,True,10,5.16,19.31,0.0,0.0,False,sz002599
20251230,11.62,0,10,-3.87,True,10,False,0,10.63,0.0,0.0,-5.85,False,sz002905
20251027,60.08,8,8,-5.34,False,2,False,2,59.32,5.93,-6.79,-5.34,False,sz301141
20260408,51.8,3,2,2.74,False,4,False,5,51.72,4.11,-4.22,-4.0,False,sz301468
20240806,13.58,7,7,-0.52,False,3,False,3,13.52,20.1,-4.27,-2.94,False,sz300342
20240801,6.26,10,10,-12.53,False,0,False,0,6.22,0.0,-13.34,-13.14,False,sz000697
20250604,29.9,0,0,22.47,True,10,True,10,29.63,22.47,0.0,0.0,True,sz002384
20240815,3.75,5,6,-6.13,False,5,False,4,3.69,4.0,-6.34,-8.8,False,sz300076
20250124,8.95,0,2,0.34,True,10,False,8,8.86,2.57,0.0,-0.78,False,sz002461
20240826,2.47,9,9,-13.77,False,1,False,1,2.46,0.4,-14.05,-13.77,False,sz000415
20240930,9.32,4,5,2.58,False,6,False,5,9.28,9.87,-2.79,-3.0,False,sz002106
20251114,45.08,3,0,1.91,False,7,True,10,45.04,11.47,-1.2,0.0,False,sz300875
20251224,185.3,3,6,3.89,False,7,False,4,177.27,8.52,-0.69,-4.55,False,sz301590
20240927,38.43,0,0,23.86,True,10,True,10,36.66,39.63,0.0,0.0,True,sz300373
20250801,25.89,0,5,13.17,True,10,False,5,25.66,13.17,0.0,-1.04,False,sz300792
20240920,4.99,0,3,2.2,True,10,False,7,4.69,19.02,0.0,-2.0,False,sz002148
20240930,9.8,5,7,10.4,False,5,False,3,9.55,10.4,-3.05,-6.02,False,sz000096
20240930,5.66,1,9,-5.83,False,9,False,1,5.18,7.42,-0.98,-10.42,False,sz002585
20250624,16.64,3,5,0.54,False,7,False,5,16.5,4.57,-0.97,-1.8,False,sz002919
20240816,7.46,7,7,4.16,False,3,False,3,7.46,5.09,-8.97,-9.12,False,sz300543
20250801,31.88,0,0,33.57,True,10,True,10,31.87,33.57,0.0,0.0,True,sz300816
20240927,10.63,0,0,32.83,True,10,True,10,10.37,32.83,0.0,0.0,True,sz002778
20250811,6.44,0,3,6.06,True,10,False,7,6.37,6.06,0.0,-1.09,False,sz300296
20240927,10.56,0,0,21.59,True,10,True,10,9.93,40.44,0.0,0.0,True,sz300024
20241028,3.22,0,0,19.25,True,10,True,10,3.13,19.25,0.0,0.0,False,sz002251
20250724,52.87,6,4,1.15,False,4,False,6,52.68,1.68,-1.64,-1.57,False,sz300676
20251022,17.68,5,9,-1.3,False,5,False,1,17.2,0.06,-1.47,-4.07,False,sz300858
20240913,8.3,0,0,52.53,True,10,True,10,8.21,52.53,0.0,0.0,True,sz002736
20251218,22.98,0,0,12.49,True,10,True,10,22.89,12.49,0.0,0.0,False,sz301113
20240813,6.45,3,5,-5.58,False,7,False,5,5.87,25.58,-4.46,-13.95,False,sz300639
20240816,9.62,8,10,-3.54,False,2,False,0,9.25,0.0,-5.89,-9.46,False,sz300439
20240930,10.06,0,6,3.28,True,10,False,4,9.45,6.36,0.0,-5.67,False,sz002536
20240919,6.23,0,0,30.02,True,10,True,10,6.03,44.46,0.0,0.0,True,sz000676
20240731,7.12,1,1,1.68,False,9,False,9,7.11,4.07,-1.0,-1.26,False,sz002365
20240925,7.06,0,0,13.87,True,10,True,10,7.03,22.51,0.0,0.0,False,sz002051
20240904,6.5,10,10,-16.0,False,0,False,0,6.48,0.0,-15.15,-17.54,False,sz300097
20240927,5201.67,0,0,8.43,True,10,True,10,4990.85,18.34,0.0,0.0,False,sz399905
20240927,3.79,0,0,8.71,True,10,True,10,3.64,20.32,0.0,0.0,False,sz002602
20260226,34.16,10,10,-9.07,False,0,False,0,34.16,0.0,-8.36,-9.07,False,sz001268
20240930,6.87,9,9,-12.23,False,1,False,1,6.57,1.16,-7.87,-12.37,False,sz002198
20240927,2.77,0,0,10.11,True,10,True,10,2.64,40.43,0.0,0.0,False,sz300477
20240924,3.92,0,0,13.27,True,10,True,10,3.91,23.47,0.0,0.0,False,sz000638
20250625,15.76,0,2,0.76,True,10,False,8,15.44,1.9,0.0,-0.7,False,sz301069
20240816,3.55,8,10,-9.3,False,2,False,0,3.36,0.0,-7.42,-12.68,False,sz300110
20250624,27.89,3,4,3.16,False,7,False,6,27.72,3.16,-0.52,-0.68,False,sz001226
20240806,4.77,5,3,-2.58,False,5,False,7,4.74,2.1,-3.67,-2.58,False,sz000875
20240801,2.34,9,10,-11.11,False,1,False,0,2.19,0.0,-6.91,-12.82,False,sz000008
20250908,25.85,4,5,-1.93,False,6,False,5,25.54,3.56,-1.66,-2.05,False,sz300941
20251231,21.53,6,8,-2.88,False,4,False,2,21.25,2.37,-4.48,-6.27,False,sz002987
20240927,2.59,0,0,3.09,True,10,True,10,2.54,18.92,0.0,0.0,False,sz002348
20240926,2.64,0,0,18.56,True,10,True,10,2.59,34.09,0.0,0.0,False,sz300247
20240910,20.04,8,8,-8.93,False,2,False,2,19.41,0.75,-9.27,-12.62,False,sz002801
20240925,13.23,0,0,13.0,True,10,True,10,12.8,34.78,0.0,0.0,False,sz002555
20250630,10.65,0,1,3.47,True,10,False,9,10.6,3.47,0.0,-0.38,False,sz301370
20240730,10.19,3,5,-2.75,False,7,False,5,9.96,4.71,-2.13,-3.73,False,sz300593
20240912,49.22,0,0,13.23,True,10,True,10,49.16,13.23,0.0,0.0,False,sz002032
20240903,8.39,4,6,9.89,False,6,False,4,8.26,9.89,-2.54,-4.05,False,sz000521
20240930,13.8,2,9,-6.67,False,8,False,1,12.74,5.14,-1.47,-9.71,False,sz002664
20251020,26.75,0,0,5.12,True,10,True,10,25.98,9.57,0.0,0.0,False,sz301041
20240927,2005.32,2,4,-1.37,False,8,False,6,1973.65,12.44,-2.65,-4.47,False,sz399684
20260109,18.76,6,9,1.28,False,4,False,1,18.63,1.28,-1.59,-2.72,False,sz301188
20240930,9.32,1,9,-8.26,False,9,False,1,8.34,8.05,-0.65,-11.91,False,sz300138
